price,bedrooms,living_area_sqft,year_built,neighborhood
160000,3,1251,1964,NAmes
167000,3,1488,1964,NAmes
157500,4,1440,1964,NAmes
140000,2,1095,1958,NAmes
150000,3,1053,1958,NAmes
151500,3,1248,1960,NAmes
129800,2,816,1934,NAmes
137000,2,1008,1954,NAmes
137000,2,1043,1947,NAmes
121600,3,1230,1946,BrkSide
85500,2,869,1923,BrkSide
79900,1,747,1926,BrkSide
127000,3,1252,1908,BrkSide
161000,3,1433,1961,NAmes
146500,2,1624,1952,NAmes
135000,3,1216,1951,NAmes
137900,4,2136,1951,NAmes
133000,3,1578,1941,NAmes
137000,3,1728,1949,NAmes
121000,2,936,1954,NAmes
119000,4,1584,1967,NAmes
172000,3,1246,1964,NAmes
98600,2,1235,1961,NAmes
226000,4,2157,1966,NAmes
118000,2,1128,1954,NAmes
235000,4,3112,1918,NAmes
135000,2,1008,1963,NAmes
132500,3,1190,1962,NAmes
143000,3,1144,1959,NAmes
132000,3,1364,1957,NAmes
145250,3,1383,1960,NAmes
162000,3,1336,1958,NAmes
148000,3,1370,1956,NAmes
141000,2,1092,1957,NAmes
153000,3,1124,1956,NAmes
134450,2,1236,1957,NAmes
135960,2,943,1979,NAmes
156000,3,1050,1954,NAmes
140000,2,1375,1954,NAmes
139500,2,1008,1952,NAmes
155000,2,1575,1951,NAmes
127000,3,1145,1956,NAmes
133500,2,1005,1956,NAmes
125000,3,1056,1955,NAmes
142000,2,884,1951,NAmes
167000,3,2039,1941,NAmes
159000,2,1384,1956,NAmes
180000,5,2640,1925,OldTown
127000,3,1312,1947,NAmes
112000,2,1310,1924,OldTown
99800,2,713,1930,OldTown
117000,2,833,1954,OldTown
108480,2,1073,1921,OldTown
68000,2,715,1929,NAmes
86900,1,720,1900,OldTown
120000,2,1130,1920,OldTown
155500,3,1595,1915,OldTown
80000,4,1760,1910,OldTown
105000,3,1214,1915,OldTown
160000,3,2414,1900,OldTown
170000,3,1466,1936,OldTown
160000,3,1324,1965,NAmes
159950,3,1086,1966,NAmes
165000,3,1146,1963,NAmes
159000,3,1734,1962,NAmes
147000,3,1207,1962,NAmes
115000,2,912,1964,NAmes
159500,3,1194,1959,NAmes
120000,2,864,1959,NAmes
129900,2,816,1957,NAmes
183000,3,1773,1961,NAmes
157500,2,1472,1959,NAmes
277500,3,2448,1962,NAmes
207500,2,1600,1957,NAmes
147500,3,1521,1950,NAmes
135000,4,1192,1949,NAmes
109500,2,1040,1950,NAmes
109900,2,1040,1950,NAmes
133700,3,1040,1959,NAmes
81400,2,1040,1950,NAmes
87500,2,1040,1949,NAmes
93500,2,1040,1950,NAmes
119000,4,1556,1960,NAmes
141000,3,1150,1959,NAmes
146000,3,1150,1961,NAmes
155000,3,1348,1966,NAmes
134500,3,999,1962,NAmes
120000,3,1045,1962,NAmes
105000,3,864,1962,NAmes
124000,3,1025,1962,NAmes
169000,5,2014,1900,OldTown
107000,3,1328,1925,OldTown
135000,3,1668,1948,OldTown
111500,4,1657,1920,OldTown
156500,3,1416,1900,OldTown
178000,3,1641,1925,OldTown
139900,4,1428,1900,OldTown
105000,2,1004,1930,OldTown
110000,2,813,1930,OldTown
111500,4,1951,1900,OldTown
108000,2,1032,1924,OldTown
111500,2,844,1925,OldTown
124000,3,1750,1880,OldTown
105000,2,864,1950,OldTown
116000,2,1118,1920,OldTown
96900,2,1376,1905,OldTown
135500,3,960,1955,OldTown
139000,5,1566,1924,OldTown
61500,1,492,1921,OldTown
120000,3,1182,1945,OldTown
126175,3,1163,1955,OldTown
64000,2,840,1920,OldTown
137000,4,1928,1910,OldTown
87000,4,1774,1900,OldTown
163000,2,1768,1914,OldTown
155000,5,2104,1910,OldTown
79000,3,1440,1900,OldTown
144000,3,1690,1916,OldTown
114504,3,1368,1910,OldTown
157000,4,1762,1920,OldTown
125000,4,1200,1923,OldTown
475000,4,3608,1892,OldTown
93500,2,1248,1920,OldTown
125000,3,960,1958,OldTown
64500,2,1020,1918,IDOTRR
100000,2,788,1941,BrkSide
140200,3,1577,1939,BrkSide
202500,2,1827,1924,BrkSide
159000,3,1664,1947,BrkSide
119900,3,1118,1939,OldTown
114500,3,1176,1934,BrkSide
115000,3,1344,1936,BrkSide
75000,3,1162,1930,BrkSide
88000,3,1015,1925,BrkSide
80500,2,912,1947,BrkSide
149000,3,1576,1928,BrkSide
110000,3,1324,1930,BrkSide
110500,2,1103,1925,OldTown
89000,2,616,1921,BrkSide
113000,2,1048,1922,BrkSide
109000,2,816,1925,BrkSide
220000,5,2486,1962,OldTown
129000,3,960,1970,BrkSide
117000,2,1635,1910,OldTown
52500,2,693,1941,OldTown
107000,3,1430,1924,IDOTRR
116500,3,1330,1910,IDOTRR
72000,2,819,1919,IDOTRR
119500,3,1376,1937,IDOTRR
125500,2,1360,1938,IDOTRR
91000,3,1077,1922,IDOTRR
84500,2,754,1935,IDOTRR
90000,3,984,1930,IDOTRR
137500,3,1422,1951,Sawyer
150000,4,1921,1964,Sawyer
131000,3,1640,1950,Sawyer
130000,3,1352,1958,ClearCr
125000,2,1032,1935,Edwards
80000,2,879,1936,SWISU
157000,2,1073,2004,SWISU
148000,3,1382,1963,Sawyer
90000,2,1296,1967,Sawyer
154500,3,1068,1963,Sawyer
153600,3,1064,1967,Sawyer
164500,3,1320,1966,Sawyer
132000,2,934,1964,Sawyer
142500,3,1059,1966,Sawyer
158000,3,1159,1968,Sawyer
149500,3,1400,1978,Sawyer
165000,3,1458,1967,Sawyer
180000,3,1721,1968,Sawyer
160500,3,1040,1978,Sawyer
156500,6,1967,1977,Sawyer
157000,6,1949,1977,Sawyer
172500,4,1920,1958,Sawyer
155000,3,1803,1957,Sawyer
170000,3,1779,1955,Sawyer
105000,2,872,1924,Sawyer
145000,0,960,1965,Sawyer
168000,3,1437,1956,Sawyer
278000,2,1830,1967,ClearCr
164000,1,1000,1963,ClearCr
225000,3,2287,1953,ClearCr
130000,2,810,1971,Sawyer
142500,3,894,1974,Sawyer
148400,2,1700,1980,ClearCr
190000,2,1453,1986,ClearCr
146000,3,1350,1954,Edwards
128000,3,1150,1942,Edwards
225000,3,2008,1948,Edwards
274970,4,2201,1966,Edwards
235000,4,2009,1928,Edwards
415000,5,3672,1935,Edwards
182000,3,1560,1962,Edwards
135000,3,1488,1952,Edwards
137000,3,1057,1955,Edwards
136900,4,1855,1954,Edwards
149900,5,1609,1953,Edwards
123500,2,1148,1952,Edwards
93000,3,1124,1954,Edwards
91500,4,1456,1948,Edwards
180000,3,1298,1985,SawyerW
209000,4,2559,1989,SawyerW
215000,3,1911,1993,SawyerW
224500,2,1440,1993,SawyerW
229800,3,1876,2005,CollgCr
183600,2,1208,2005,CollgCr
194000,2,1220,2006,CollgCr
193879,2,1294,2006,CollgCr
221500,3,1614,2005,CollgCr
204900,2,1498,2006,CollgCr
239799,3,1962,2006,CollgCr
233555,3,1846,2006,CollgCr
260000,3,1734,2005,CollgCr
294900,2,1590,2005,CollgCr
209700,3,1809,2005,CollgCr
225000,3,1614,2005,CollgCr
181000,3,1596,2005,CollgCr
220000,3,1915,1992,SawyerW
190000,4,1582,1964,ClearCr
180000,1,988,1969,ClearCr
280000,2,1533,1975,ClearCr
158900,3,1388,1968,ClearCr
148000,2,914,1996,CollgCr
145000,3,1100,1996,CollgCr
187000,3,1499,1995,CollgCr
193000,3,1425,1998,CollgCr
156000,3,990,1995,CollgCr
235000,3,1525,2000,CollgCr
217000,3,1494,1997,CollgCr
214000,3,1588,1999,CollgCr
196000,3,1749,1999,CollgCr
217000,3,1779,1999,CollgCr
200000,3,1861,2002,CollgCr
192500,3,1776,2002,CollgCr
205000,3,1541,2001,CollgCr
132500,3,954,1976,CollgCr
157500,3,1388,1977,CollgCr
174000,3,1282,1978,CollgCr
128500,3,971,1969,CollgCr
128500,3,864,1972,CollgCr
149900,3,894,1972,CollgCr
119900,3,864,1972,CollgCr
137000,3,1320,1993,Landmrk
255000,3,1989,2002,CollgCr
222000,3,1762,2002,CollgCr
214000,3,1755,1999,CollgCr
220000,1,1358,2002,CollgCr
275000,3,1787,2001,CollgCr
197000,4,1909,2002,CollgCr
230000,3,1654,2002,CollgCr
268500,3,2214,1999,CollgCr
210900,4,2049,1996,CollgCr
227000,3,1939,1998,CollgCr
237000,4,1995,1995,CollgCr
274300,3,2097,1998,CollgCr
216837,3,1836,2004,CollgCr
133000,1,848,2003,CollgCr
155900,1,848,2004,CollgCr
233230,3,1919,2006,CollgCr
207000,3,1390,2003,CollgCr
195000,4,1948,2004,CollgCr
200000,3,1700,2003,CollgCr
203160,3,1737,2006,CollgCr
195800,3,1611,2005,CollgCr
212900,3,1552,2005,CollgCr
196500,3,1720,2004,CollgCr
198000,3,1336,2005,CollgCr
173900,3,1500,2005,CollgCr
163990,3,1456,2005,CollgCr
164990,3,1310,2005,CollgCr
98000,3,1436,1910,Edwards
149900,3,1466,1959,Edwards
102000,2,1220,1951,Edwards
127500,4,1012,1975,Edwards
127500,4,980,1975,Edwards
119900,2,1176,1969,Edwards
196500,3,1724,2003,Edwards
117250,2,914,2002,Edwards
229000,3,2314,2003,Edwards
145000,2,1072,2005,Edwards
140000,2,1072,2005,Edwards
142500,2,1072,2005,Edwards
134000,3,1709,2004,Edwards
130000,3,1709,2004,Edwards
130000,3,1709,2004,Edwards
137500,3,1709,2004,Edwards
130000,3,1708,2004,Edwards
97900,3,936,1948,Edwards
92000,3,1338,1915,Edwards
107000,4,1669,1924,Edwards
81000,5,1184,1910,Edwards
104900,4,1221,1924,Edwards
115000,2,864,1955,Edwards
125000,3,1482,1954,Edwards
116000,3,1250,1918,Edwards
83000,3,1414,1922,Edwards
118500,5,2230,1912,SWISU
35000,1,498,1922,Edwards
121000,3,1273,1910,Edwards
160000,5,1928,1916,SWISU
140000,2,1595,1940,SWISU
137000,3,1551,1938,SWISU
128000,3,1340,1945,SWISU
160000,3,1479,1926,SWISU
138887,4,1784,1914,Crawfor
149000,3,1510,1920,SWISU
102000,4,1522,1926,SWISU
167000,4,1636,1919,Crawfor
200100,4,1802,1920,Crawfor
131000,3,1465,1939,SWISU
112000,4,1288,1941,SWISU
140000,3,1717,1915,Crawfor
195000,3,1550,1920,Crawfor
230000,3,1517,1929,Crawfor
194000,2,1717,1940,Crawfor
137500,2,1180,1922,Crawfor
250000,3,2057,1936,Crawfor
218000,4,1671,1929,Crawfor
239000,4,2345,1932,Crawfor
199500,3,1609,1932,Crawfor
210000,3,1801,1930,Crawfor
230000,2,1811,1956,Crawfor
217500,3,1647,1977,Crawfor
257000,4,2315,1950,Crawfor
157000,2,1336,1953,Crawfor
223000,3,1844,1969,Crawfor
102000,2,976,1942,IDOTRR
145400,3,1285,1926,IDOTRR
72000,2,672,1925,IDOTRR
85000,2,641,1925,IDOTRR
106500,2,951,1936,IDOTRR
139000,4,1638,1957,IDOTRR
108000,3,1336,1920,IDOTRR
51689,2,729,1945,IDOTRR
35311,1,480,1949,IDOTRR
115000,4,1396,1951,IDOTRR
78000,2,936,1916,IDOTRR
375000,2,1778,2005,Crawfor
300000,2,1646,2004,Crawfor
242500,3,1625,1979,Mitchel
145000,4,1664,1978,Mitchel
209000,3,1491,2001,Mitchel
135000,2,1004,1977,Mitchel
148000,3,1210,1975,Mitchel
171000,5,1959,1988,Mitchel
335000,4,2519,1989,Timber
230000,2,1295,1986,GrnHill
250764,2,1650,1958,Timber
228000,2,1707,1981,Timber
176000,2,1137,1987,Timber
180000,2,1339,1990,Timber
250000,4,2514,1990,Timber
202000,2,1403,2000,Timber
312500,3,1800,2002,Timber
320000,3,1960,2005,Timber
369900,2,2028,2005,Timber
359900,3,1838,2005,Timber
81500,3,1600,1951,Mitchel
215000,2,1368,1997,Mitchel
164000,2,1216,1998,Mitchel
153500,2,1337,1998,Mitchel
84500,3,1140,2006,Mitchel
104500,3,1304,1977,MeadowV
127000,4,1475,1977,MeadowV
151400,5,2521,1973,MeadowV
126500,3,874,1968,Mitchel
146500,4,1652,1970,Mitchel
73000,1,630,1970,MeadowV
79400,3,1092,1972,MeadowV
140000,3,1360,1969,Mitchel
92000,1,630,1970,MeadowV
87550,3,1092,1970,MeadowV
79500,3,1092,1970,MeadowV
90500,3,1092,1970,MeadowV
71000,3,1092,1970,MeadowV
150900,4,1728,1976,Mitchel
188000,4,1728,1976,Mitchel
160000,3,1126,1977,Mitchel
131000,4,1224,1960,Mitchel
142500,3,1003,1984,Mitchel
131000,2,902,1983,Mitchel
132000,3,970,1992,Mitchel
170000,2,1389,1974,Mitchel
188000,3,2000,1993,Mitchel
